Roll,semester,Year,sub_code,total_credits,credit_obtained,sub_type
1311NT07,1,2013,CH501,6,AB,Elective II
1311NT07,1,2013,CH502,6,BB,Elective III
1311NT07,1,2013,NT501,6,BC,CORE
1311NT07,1,2013,NT502,6,CC,CORE
1311NT07,1,2013,NT503,6,BB,CORE
1311NT07,1,2013,NT504,4,BC,CORE
1311NT07,1,2013,PH501,6,CC,Elective I
1311NT07,2,2014,CH512,6,AA,Elective IV
1311NT07,2,2014,HS514,4,CC,CORE
1311NT07,2,2014,NT511,6,BC,CORE
1311NT07,2,2014,NT512,6,BC,CORE
1311NT07,2,2014,NT513,6,BB,CORE
1311NT07,2,2014,NT514,4,BC,CORE
1311NT07,2,2014,PH511,6,CC,Elective VI
1311NT07,2,2014,PH513,6,BC,Elective V
1311NT07,3,2014,NT601,40,BB,CORE
1311NT07,3,2014,NT602,10,BC,CORE
1311NT07,4,2015,NT611,45,BB,CORE
