Roll,semester,Year,sub_code,total_credits,credit_obtained,sub_type
1311NT04,1,2013,NT501,6,BB,CORE
1311NT04,1,2013,NT502,6,BB,CORE
1311NT04,1,2013,NT503,6,AB,CORE
1311NT04,1,2013,NT504,4,BB,CORE
1311NT04,1,2013,PH501,6,CC,Elective I
1311NT04,1,2013,PH502,6,AB,Elective III
1311NT04,1,2013,PH503,6,BC,Elective II
1311NT04,2,2014,HS514,4,F,CORE
1311NT04,2,2014,NT511,6,F,CORE
1311NT04,2,2014,NT512,6,F,CORE
1311NT04,2,2014,NT513,6,F,CORE
1311NT04,2,2014,NT514,4,F,CORE
1311NT04,2,2014,PH511,6,F,Elective IV
1311NT04,2,2014,PH513,6,F,Elective V
1311NT04,2,2014,PH514,6,F,Elective VI
