Roll,semester,Year,sub_code,total_credits,credit_obtained,sub_type
1001EE15,1,2010,CH101,8,AA,CORE
1001EE15,1,2010,CH110,3,BB,CORE
1001EE15,1,2010,EE101,8,AB,CORE
1001EE15,1,2010,HS101,6,AB,CORE
1001EE15,1,2010,MA101,8,AB,CORE
1001EE15,1,2010,ME110,3,AB,CORE
1001EE15,1,2010,ME111,7,AB,CORE
1001EE15,1,2010,PH101,6,CC,CORE
1001EE15,2,2010,CH102,6,AA,CORE
1001EE15,2,2010,CS101,6,BB,CORE
1001EE15,2,2010,CS110,3,AB,CORE
1001EE15,2,2010,EE102,4,AA,CORE
1001EE15,2,2010,MA102,8,AB,CORE
1001EE15,2,2010,ME101,8,BC,CORE
1001EE15,2,2010,PH102,6,AB,CORE
1001EE15,2,2010,PH110,3,AB,CORE
1001EE15,3,2011,CS201,9,AA,CORE
1001EE15,3,2011,EE200,6,AB,CORE
1001EE15,3,2011,EE201,6,AA,CORE
1001EE15,3,2011,EE202,3,AA,CORE
1001EE15,3,2011,EE220,8,AB,CORE
1001EE15,3,2011,HS201,6,BB,HS ELECTIVE
1001EE15,3,2011,MA201,8,AB,CORE
1001EE15,4,2011,CH201,6,AA,Science Elective
1001EE15,4,2011,EE203,6,AB,CORE
1001EE15,4,2011,EE204,3,AA,CORE
1001EE15,4,2011,EE230,8,AB,CORE
1001EE15,4,2011,EE280,6,AA,CORE
1001EE15,4,2011,EE281,3,AB,CORE
1001EE15,4,2011,HS202,6,AB,HSS Elective
1001EE15,4,2011,MA225,8,AB,CORE
1001EE15,5,2012,EE310,6,BB,CORE
1001EE15,5,2012,EE311,3,AB,CORE
1001EE15,5,2012,EE320,6,AA,CORE
1001EE15,5,2012,EE331,3,AB,CORE
1001EE15,5,2012,EE350,6,BC,CORE
1001EE15,5,2012,EE370,6,BB,CORE
1001EE15,5,2012,EE371,3,AA,CORE
1001EE15,5,2012,EE380,6,BB,CORE
1001EE15,6,2012,EE304,4,AA,CORE
1001EE15,6,2012,EE321,3,AA,CORE
1001EE15,6,2012,EE322,6,AB,CORE
1001EE15,6,2012,EE340,6,BB,CORE
1001EE15,6,2012,EE351,6,AB,CORE
1001EE15,6,2012,EE360,6,AB,CORE
1001EE15,6,2012,EE361,3,AB,CORE
1001EE15,6,2012,HS311,6,AB,HS Elective
1001EE15,7,2013,EE400,2,AA,CORE
1001EE15,7,2013,EE480,6,BB,CORE
1001EE15,7,2013,EE481,6,BC,CORE
1001EE15,7,2013,EE482,3,BB,CORE
1001EE15,7,2013,EE498,10,AB,CORE
1001EE15,7,2013,EE534,6,BB,CORE
1001EE15,7,2013,EE535,6,AB,CORE
1001EE15,7,2013,PH402,6,BB,Open Elective - I
1001EE15,8,2014,CE502,6,AA,Open Elective - II
1001EE15,8,2014,EE499,14,AA,CORE
1001EE15,8,2014,EE508,6,AA,Departmental Elective - IV
1001EE15,8,2014,EE537,6,AB,Departmental Elective - III
1001EE15,8,2014,HS441,6,AB,HS Elective
