Roll,semester,Year,sub_code,total_credits,credit_obtained,sub_type
1301CE02,1,2013,CH101,8,BB,CORE
1301CE02,1,2013,CH110,3,AB,CORE
1301CE02,1,2013,EE101,8,BB,CORE
1301CE02,1,2013,HS101,6,AA,CORE
1301CE02,1,2013,MA101,8,AB,CORE
1301CE02,1,2013,ME110,3,AB,CORE
1301CE02,1,2013,ME111,7,AA,CORE
1301CE02,1,2013,PH101,6,AB,CORE
1301CE02,2,2014,CH102,6,AB,CORE
1301CE02,2,2014,CS101,6,BB,CORE
1301CE02,2,2014,CS110,3,BC,CORE
1301CE02,2,2014,EE102,4,AA,CORE
1301CE02,2,2014,MA102,8,BB,CORE
1301CE02,2,2014,ME101,8,AB,CORE
1301CE02,2,2014,PH102,6,BC,CORE
1301CE02,2,2014,PH110,3,AA,CORE
1301CE02,3,2014,CE201,6,BB,CORE
1301CE02,3,2014,CE203,6,AA,CORE
1301CE02,3,2014,CE205,6,BB,CORE
1301CE02,3,2014,CE207,3,AA,CORE
1301CE02,3,2014,CS201,9,BB,CORE
1301CE02,3,2014,HS231,6,AB,HS Elective
1301CE02,3,2014,MA201,8,BB,CORE
1301CE02,4,2015,CE202,8,AA,CORE
1301CE02,4,2015,CE204,6,AA,CORE
1301CE02,4,2015,CE206,6,BC,CORE
1301CE02,4,2015,CE208,6,AB,CORE
1301CE02,4,2015,CE210,3,AA,CORE
1301CE02,4,2015,CE212,3,AA,CORE
1301CE02,4,2015,HS232,6,AA,HS Elective
1301CE02,4,2015,MA214,6,AB,Science Elective
1301CE02,5,2015,CE301,8,AB,CORE
1301CE02,5,2015,CE303,6,BB,CORE
1301CE02,5,2015,CE305,6,AA,CORE
1301CE02,5,2015,CE307,6,AA,CORE
1301CE02,5,2015,CE309,7,AA,CORE
1301CE02,5,2015,CE311,3,AA,CORE
1301CE02,6,2016,CE302,8,AB,CORE
1301CE02,6,2016,CE304,6,AB,CORE
1301CE02,6,2016,CE306,6,AA,CORE
1301CE02,6,2016,CE308,6,BB,CORE
1301CE02,6,2016,CE310,3,AB,CORE
1301CE02,6,2016,CE312,3,AA,CORE
1301CE02,6,2016,CE313,3,AA,CORE
1301CE02,6,2016,CE316,6,BC,Departmental Elective
1301CE02,6,2016,HS331,6,AA,HSS Electives
1301CE02,7,2016,CE400,2,AA,CORE
1301CE02,7,2016,CE401,6,AA,CORE
1301CE02,7,2016,CE403,6,AB,CORE
1301CE02,7,2016,CE498,8,AA,CORE
1301CE02,7,2016,CE517,6,AB,Department Elective - I
1301CE02,7,2016,CE519,6,AB,Department Elective - II
1301CE02,7,2016,HS451,6,AB,Open Elective - I
1301CE02,8,2017,CB412,6,AB,Open Elective - II
1301CE02,8,2017,CE499,16,AB,CORE
1301CE02,8,2017,CE528,6,AA,Department Elective - IV
1301CE02,8,2017,CE534,6,BB,Department Elective - III
1301CE02,8,2017,HS441,6,AB,HS Elective
