Roll,semester,Year,sub_code,total_credits,credit_obtained,sub_type
1301CE15,1,2013,CH101,8,CC,CORE
1301CE15,1,2013,CH110,3,BB,CORE
1301CE15,1,2013,EE101,8,BC,CORE
1301CE15,1,2013,HS101,6,CD,CORE
1301CE15,1,2013,MA101,8,CD,CORE
1301CE15,1,2013,ME110,3,AB,CORE
1301CE15,1,2013,ME111,7,BB,CORE
1301CE15,1,2013,PH101,6,CC,CORE
1301CE15,2,2014,CH102,6,CC,CORE
1301CE15,2,2014,CS101,6,CD,CORE
1301CE15,2,2014,CS110,3,BC,CORE
1301CE15,2,2014,EE102,4,BC,CORE
1301CE15,2,2014,MA102,8,CC,CORE
1301CE15,2,2014,ME101,8,BC,CORE
1301CE15,2,2014,PH102,6,CC,CORE
1301CE15,2,2014,PH110,3,BB,CORE
1301CE15,3,2014,CE201,6,BC,CORE
1301CE15,3,2014,CE203,6,BC,CORE
1301CE15,3,2014,CE205,6,BC,CORE
1301CE15,3,2014,CE207,3,AB,CORE
1301CE15,3,2014,CS201,9,CC,CORE
1301CE15,3,2014,HS231,6,DD,HS Elective
1301CE15,3,2014,MA201,8,CD,CORE
1301CE15,4,2015,CE202,8,CD,CORE
1301CE15,4,2015,CE204,6,CD,CORE
1301CE15,4,2015,CE206,6,BC,CORE
1301CE15,4,2015,CE208,6,CC,CORE
1301CE15,4,2015,CE210,3,BC,CORE
1301CE15,4,2015,CE212,3,CC,CORE
1301CE15,4,2015,HS221,6,BC,HS Elective
1301CE15,4,2015,PH201,6,CC,Science Elective
1301CE15,5,2015,CE301,8,BB,CORE
1301CE15,5,2015,CE303,6,CC,CORE
1301CE15,5,2015,CE305,6,BB,CORE
1301CE15,5,2015,CE307,6,BB,CORE
1301CE15,5,2015,CE309,7,BC,CORE
1301CE15,5,2015,CE311,3,BB,CORE
1301CE15,6,2016,CE302,8,BC,CORE
1301CE15,6,2016,CE304,6,BC,CORE
1301CE15,6,2016,CE306,6,AB,CORE
1301CE15,6,2016,CE308,6,BC,CORE
1301CE15,6,2016,CE310,3,BC,CORE
1301CE15,6,2016,CE312,3,BB,CORE
1301CE15,6,2016,CE313,3,BB,CORE
1301CE15,6,2016,CE316,6,AA,Departmental Elective
1301CE15,6,2016,HS331,6,CD,HSS Electives
1301CE15,7,2016,CE400,2,AB,CORE
1301CE15,7,2016,CE401,6,AB,CORE
1301CE15,7,2016,CE403,6,BC,CORE
1301CE15,7,2016,CE498,8,BB,CORE
1301CE15,7,2016,CE519,6,AB,Department Elective - I
1301CE15,7,2016,CE523,6,BC,Department Elective - II
1301CE15,7,2016,PH401,6,BC,Open Elective - I
1301CE15,8,2017,CB412,6,BC,Open Elective - II
1301CE15,8,2017,CE499,16,AA,CORE
1301CE15,8,2017,CE528,6,BC,Department Elective - IV
1301CE15,8,2017,CE544,6,BC,Department Elective - III
1301CE15,8,2017,HS421,6,BC,HS Elective
